index,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,BBC Name
1,False,/JeGkRdNsOuMrgwBdtB0hp763MU.jpg,"[18, 53]",613092,es,El crack cero,"Madrid, Spain, 1975; shortly after the end of the Franco dictatorship. Six months after the mysterious death of his lover, a prestigious tailor, a married woman visits the office of the young Germán Areta, a former police officer turned private detective, to request his professional services.",9.37,/kzgPu2CMxBr4YZZxC1Off4cUfR9.jpg,2019-10-04,The Crack: Inception,False,6.635,37,Inception
2,False,,"[16, 28, 53, 878]",64956,en,Inception: The Cobol Job,"This ""Inception"" prequel unfolds courtesy of a beautiful Motion Comic, and explains how Cobb, Arthur and Nash were enlisted by Cobol Engineering.",15.698,/sNxqwtyHMNQwKWoFYDqcYTui5Ok.jpg,2010-12-07,Inception: The Cobol Job,False,7.263,298,Inception
3,False,,[],350632,en,Nātyārambham,"On certain Adavus: the basic steps in Bharatanatyam. The first part covers Tatta Adavu, Natta Adavu, Visharu Adavu , Tatti Metti Adavu and Teermanam Adavu.",0.6,,,The Inception of Dramatic Representation,True,5.8,3,Inception
4,False,,[35],542438,en,Bikini Inception,"Two flunky Janitors in an Arctic Lab perform unauthorized experiments transporting them to a beach dream world in Malibu California w/50 beautiful young girls and a female Brazilian PhD Student wearing only a bra and panties. A '67 Muscle car races chases horses guns fights surfing, sumo wrestler, wolf monster, underwater scenes tons of gorgeous models. Sexy sci-fi fun.",3.653,/mNASlEOFX2c9upxaSbgeKFvIr1L.jpg,2015-05-19,Bikini Inception,False,7.0,1,Inception
5,False,,[10402],973484,en,Inception: Music from the Motion Picture,The Special Features Blu-ray disc contains a lossless DTS-HD MA 5.1 surround mix of the Inception soundtrack.,0.68,/7uM4DyRVAcgagvhZoWrkrqMPbqV.jpg,2010-12-07,Inception: Music from the Motion Picture,True,6.0,1,Inception
6,False,,[],250845,en,WWA The Inception,"The first World Wrestling Allstars pay per view, live from Sydney, Australia! A tournament titled ""7 Deadly Sins"", each round having a stipulation match, the winner will be crowned the first ever WWA Heavyweight Champion! Wrestlers such as Jeff Jarrett, Road Dogg, Jerry Lawler all compete in the tournament, with the WWA Commissioner, Bret Hart not too far away to make sure nothing gets to far out of hand!",3.046,,2001-10-26,WWA The Inception,True,3.1,5,Inception
0,False,/uKFqdRcJ3Oe2qZscCLCZVKo1nml.jpg,"[10749, 18]",152584,fr,La Vie d'Adèle - Chapitres 1 et 2,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself.",23.887,/kgUk1wti2cvrptIgUz0VTAtSF6w.jpg,2013-10-09,Blue Is the Warmest Color,False,7.088,4399,Blue Is the Warmest Color
1,False,,"[35, 53]",1173348,en,The Warmest Color is Blue,"Rebecca comes home from work one day to find her TV is missing. Detective JW Bond arrives on the scene to find out what happened to Rebecca’s TV. Together, they find more than what they bargained for.",0.6,/crLXQRpDDEPcvrrANGgABRqw7wB.jpg,2023-08-06,The Warmest Color is Blue,False,0.0,0,Blue Is the Warmest Color
0,False,/2nYm0TrH00uJJKS020k1mNhNpUz.jpg,"[18, 10749]",152603,en,Only Lovers Left Alive,"A depressed musician reunites with his lover in the desolate streets of Detroit. Though their romance has endured several centuries, it is tested by the arrival of her capricious and unpredictable younger sister.",21.452,/kffoWJ7FfPRlFFBGixOMbq3blQp.jpg,2013-12-12,Only Lovers Left Alive,False,7.252,2069,Only Lovers Left Alive
0,False,/sfqnvsK7sG0id3MLNg0FQIgyogu.jpg,"[53, 878, 18]",97370,en,Under the Skin,A seductive stranger prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell.,22.254,/55wmcXJIDYITr7JDijJTdvwSaAv.jpg,2014-03-14,Under the Skin,False,6.124,3232,Under the Skin
1,False,,"[18, 10770]",760343,en,Under the Skin,"""When you get to a man in the case, they're like as a row of pins - For the colonel's lady an' Judy O'Grady are sisters under their skins."" - Kipling. Polly writes for a magazine producing glamorous makeovers for young women. Befriending a member of the women's movement prompts her to re-examine her own feminist values.",0.978,/invWqz45j7hzZOQ6MR4YNnk5A49.jpg,1982-01-19,Under the Skin,False,0.0,0,Under the Skin
2,False,/1saY8VCrhrRRbsDqgkjkSo6nqpm.jpg,[18],77955,en,Under the Skin,"Although married and pregnant Rose has always been mother's favorite, it is younger sister Iris whose life is shaken up by mother's death. Suffocating, Iris spirals out of control and copes by losing herself in sexual oblivion.",3.268,/zE2EAofyZq33fWViMB6bwwHQDHw.jpg,1997-11-28,Under the Skin,False,6.3,27,Under the Skin
3,False,/57jMBWxQymcgY7uxxFEXrlIOZ3t.jpg,[99],837550,fr,"Jodie Foster, Hollywood dans la peau","From her precocious status as a sex symbol to her consecration as a filmmaker, Jodie Foster's story is about a feminist struggle, albeit atypical, fought on and off the screen. This film sets out to retrace her remarkable journey within the Hollywood industry.",6.968,/c2rx4mA19tROEmhSc03mM1X8n3O.jpg,2021-04-03,"Jodie Foster, Hollywood Under the Skin",False,7.5,16,Under the Skin
4,False,,[99],468364,en,Under the Skin,"A documentary on sixties counterculture in Japan featuring Donald Richie, Tadanori Yokoo, Masao Adachi, Koji Wakamatsu, Toshio Matsumoto and Akaji Maro among others.",0.926,/mjM8uxGrth7Jwes3sby0FrYRoAu.jpg,2002-06-14,Under the Skin,False,1.0,1,Under the Skin
5,False,,"[18, 99, 10402]",329383,fr,Le blues entre les dents,Documentary about blues musicians.,2.265,/sg0BXb1bDfK7XmBDe71RznB3IDV.jpg,1973-08-29,Blues Under the Skin,False,0.0,0,Under the Skin
6,False,/a3ZNJsoBrewHtjp5Giudbhbu7xD.jpg,"[80, 18]",340892,es,Bajo la piel,"Passion, criminal instincts and traditions melt together in this film that shakes our understanding of crime.",1.487,/swECN7YM0wHeHoKXtGFxy59p7P6.jpg,1996-10-04,Under the Skin,False,5.625,8,Under the Skin
7,False,/wmJKZDVoaiPbudPfGF6mucEDOM8.jpg,[99],719880,no,Under huden,In this documentary we follow three girls in Norway living with skin diseases.  Tonje's skin is growing 7 times faster than normal. Vilde is covered with vitiligo that makes her almost completely white. Sanna struggles with psoriasis and have been ever since she was young.,1.129,/2lJOVccdBNhEnO7tERNuU8IO3WY.jpg,2019-01-17,Under the Skin,False,6.0,1,Under the Skin
8,False,,[53],388047,it,Alessia... un vulcano sotto la pelle,"Alessia returns from the convent where she was educated to the farm where she spent her childhood. As she arrives, she starts to remember the crime that made her an orphan. The animosity she feels towards her aunt starts to get explained. Aunt Agnes was responsible for the crime, so she could get the land. Alessia starts to use her sexuality to manipulate the men around her and set a trap for her aunt as revenge.",2.22,/187x7eFjgSZi2USeqzBPhHzIMjc.jpg,1979-03-10,Alessia... A Volcano Under the Skin,False,6.2,5,Under the Skin
9,False,,[9648],135311,it,La donna del delitto,"On the little private beach of a wonderful villa on the lakeshore, Martine Chabrol, is attacked and killed. The death although mysterious, since it is related to a theft of jewels in the villa, the case is declared an accident and archived. At least until somebody decides to discover the truth and arrives at the town.",1.736,,2000-01-01,Under The Skin,False,0.0,0,Under the Skin
10,False,/aQgvGHy4GGPCTYhYL5hP57M0Opx.jpg,[18],508742,es,Tras la piel,"After years away from home, Duna returns to his home village to get reunited with his ill father. Upon arrival, she will feel rejection and misunderstanding about her trans-sexuality. Will she reconcile with her past and father?",0.6,/5CVjnNSUpM7fSf6CfJcCrwraoK3.jpg,2016-10-22,Under the Skin,False,5.0,3,Under the Skin
11,False,/eUrSqeMp8Nrlf9D1yZgIKkbCn6z.jpg,[99],667486,fr,Sous la peau,"A film about the transition of three trans teenagers, the upheaval it causes in them and their loved ones, as well as the quest for identity buried deep within them.",0.6,/uXmgcQQ5awgEpebEXvWafDaKbVH.jpg,2019-11-04,Under the Skin,False,7.5,2,Under the Skin
12,False,,[18],698232,pt,Sob a Pele,"Man and Woman are reunited after a long time. Sorrow and desire cannot break the silence. But that's okay: when words don't come, it's the body that speaks.",0.649,/kX41SU4XFBbeXvVzEb0vbzpkGgO.jpg,2013-10-19,Under the Skin,False,5.7,6,Under the Skin
13,False,/4fBMeCnGy087i1jhsCRqXvE2b8r.jpg,[18],666093,nl,Onderhuids,"The blue depths of the swimming pool is her home. Keesje is a passionate synchronised swimmer, and the big competition is just around the corner. However, when a fight erupts between the girls during the final rehearsal, everything changes.",0.926,/x4G2b02grhOdJFFwFjKXNQNImPC.jpg,2019-09-25,Under the Skin,False,0.0,0,Under the Skin
14,False,,[],938835,pt,À Flor da Pele,,0.6,,2006-04-26,Under the skin,False,0.0,0,Under the Skin
15,False,,"[99, 12]",352472,it,Il dio sotto la pelle,"An investigative film about characters who reject an existence in the world of consumerism and frenzied urbanization, seeking a new relationship with ""different"" communities and nature.",0.628,/yTQ3iIRGnTHOWfbCKTNBeX4DXfX.jpg,1974-01-01,God Under the Skin,False,0.0,0,Under the Skin
16,False,/qexobwFmCAw3Di72RCx6vtaFOhA.jpg,[16],828793,fr,"Sous la peau, l'écorce",An uninspiring character decides to visit his uninspired author.,1.39,/tC1kHrDuoDfyshSqDe7dYY78ExV.jpg,2021-06-14,"Under the Skin, the Bark",False,0.0,0,Under the Skin
17,False,,[99],991835,fa,رنج زیر پوست,"A documentary about the personal life of a movie critic and his story about his family, especially his father.",0.6,/jfg14vPW2Gw9w6Gp0YPEYN8OjfI.jpg,,Suffering Under The Skin,False,0.0,0,Under the Skin
18,False,/kldVGW81V0xJCvhCA7RaIs9JR8K.jpg,"[9648, 27]",105432,it,La pelle sotto gli artigli,"A series of brutal murders, the police on their toes, but they can not find a way to catch the sadistic murderer. A mad doctor experiments with ways to cheat death and confuse his pursuers with the help of a corpse identical DNA to his own. His young female victims are raped and brutally murdered with a knife. In the victims' fingernails will find the police traces of rotted human flesh.",1.289,/8ALeuRD5wkrGpFTVEqXT2rnIjnr.jpg,1975-05-10,The Skin Under the Claws,False,4.313,8,Under the Skin
19,False,,[],755012,sv,En stad under huden,Imaginative experimental film about the collision between a young man's inner and outer landscape.,0.6,/4cvhl6TEeoL2aTf26skyVYAlbej.jpg,1982-09-15,A City Under the Skin,False,0.0,0,Under the Skin
0,False,/7en9qwF88VfxPXsN6azHmUxRBNy.jpg,"[80, 18]",21575,fr,Un prophète,"Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.",14.673,/x9Jb8kewBHPzjTtgCQvoQoDsy4d.jpg,2009-08-26,A Prophet,False,7.587,1432,A Prophet
1,False,/iisHZVvVdKA36RYgXZx5ZfnKZMQ.jpg,[18],454610,en,Anthem of a Teenage Prophet,A small town-teen predicts his friend’s death with startling accuracy and is labelled the “Prophet of Death.” One thing he didn’t see coming? Falling in love - with his best friend’s girl.,5.785,/nBW578tMQw6XbGN7iCv43QMh8pn.jpg,2019-01-11,Anthem of a Teenage Prophet,False,6.557,35,A Prophet
2,False,/qQ6w8y43ty1J6XBu4ETnldHpERV.jpg,[99],127293,fr,Lumumba : La Mort du prophète,"Documentary about African political leader Patrice Lumumba, who was Prime Minister of Zaire (now Congo) when he was assassinated in 1961.",1.127,/x3Etu3B63W8BpVunwpjWYjTN6V5.jpg,1991-11-01,Lumumba: Death of a Prophet,False,6.8,9,A Prophet
3,False,/d7voks94AQLo2SUIrG3Ti5HYFZm.jpg,[18],42141,en,Death of a Prophet,"After breaking ties with the Nation of Islam, Malcolm X became a man marked for death...and it was just a matter of time before his enemies closed in. Despite death threats and intimidation, Malcolm marched on - continuing to spread the word of equality and brotherhood right up until the moment of his brutal and untimely assassination. Highlighted by newsreel footage and interviews, this is the story of the last twenty-four hours of Malcolm X. Featuring the music of jazz percussionist Max Roach.",3.587,/sGDfnH99iQ3X4qweXRVXK0d5SJU.jpg,1981-01-01,Death of a Prophet,False,4.222,9,A Prophet
4,False,,[99],42377,en,Muhammad: Legacy of a Prophet,"Tells the story of the seventh century prophet who changed world history in 23 years, and continues to shapes the lives of more than 1.2 billion people. The film takes viewers not only to ancient Middle Eastern sites where Muhammad's story unfolds, but into the homes, mosques and workplaces of some of America's estimated seven million Muslim to discover the many ways in which they follow Muhammad's example.",0.613,/7j1xSH4cypjQt6lPlOpXAtoOawS.jpg,2002-01-01,Muhammad: Legacy of a Prophet,False,5.4,5,A Prophet
5,False,,[18],662107,hu,Próféta voltál szívem,"During his neurological treatment, Gábor recalls his recent past. Happy moments of his marriage flash upon him, then he remembers the conflict that made his wife leave him and the women on whose side he is trying to forget.",0.633,/yZJgHs9DQHAnQHbSxAgr0tXy4rj.jpg,1969-01-01,"You Were a Prophet, My Dear",False,0.0,0,A Prophet
6,False,,[9648],749013,en,Ad-vice for a Prophet,"An anonymous narrator, alone in his apartment, cannot tell if his inner life is composed of memories of dreams or memories of reality. Using a mixture of super-8 Kodachrome and nostalgic 1980's advertisements, the film captures the way pop culture ephemera are repetitively imposed on us until we feel they are our creation.",0.6,/gtp1kAZ21F8axqdO1G2NEnTNCEG.jpg,2005-08-28,Ad-vice for a Prophet,False,0.0,0,A Prophet
7,False,,[],584703,en,"Ken Davis: A Wimpy Prophet, A Butane Bush, and No Excuses","This is a message that every Christian needs to hear! In this brand new recording of Ken's classic message, we are confronted with a Moses who reminds us an awful lot of ourselves. With his unique and insightful humor, Ken looks at the five (remarkably contemporary) excuses Moses tried to use to avoid God's call and reminds us that the answers God gave to Moses are the same answers God gives us today. A great tape for the whole family!",0.6,/d9Iy70ri87uQm5tVXbekG5PgVsE.jpg,,"Ken Davis: A Wimpy Prophet, A Butane Bush, and No Excuses",True,0.0,0,A Prophet
